SERIALNUMBER	BOTTOM	COVERLAY	DIELECTRIC	INNER	ALL
20UPGPQ4622055	33.20	62.20	82.30	11.00	216.50	28.40
20UPGPQ4622056	34.20	64.20	81.80	11.50	220.00	30.90
20UPGPQ4622057	31.70	62.70	82.80	11.50	217.50	29.40
20UPGPQ4622058	33.70	84.70	81.80	12.00	217.50	30.40
20UPGPQ4622059	31.20	81.20	84.30	11.50	219.00	27.90
20UPGPQ4622060	32.70	84.70	83.80	12.00	220.50	29.40
20UPGPQ4622064	31.70	82.70	83.80	10.00	217.00	28.90
20UPGPQ4622067	30.20	83.70	83.80	10.00	217.50	28.40
20UPGPQ4622069	33.70	82.70	84.80	8.50	219.00	28.90
20UPGPQ4622070	30.20	83.20	83.80	11.00	216.00	29.90
20UPGPQ4622072	30.20	83.70	82.80	12.00	214.50	28.90
20UPGPQ4622073	31.70	82.70	84.30	11.00	218.00	27.40
20UPGPQ4622075	32.20	83.20	83.30	10.00	217.00	27.40
20UPGPQ4622076	32.70	84.20	82.80	11.00	218.50	28.90
20UPGPQ4622077	32.70	82.70	84.30	11.00	220.50	29.90
20UPGPQ4622079	32.20	84.20	84.30	11.00	218.50	27.90
20UPGPQ4622080	33.70	82.20	83.30	10.50	220.50	28.40
20UPGPQ4622081	34.20	84.20	83.80	11.00	223.50	29.90
20UPGPQ4622082	32.20	83.70	84.80	11.50	223.00	28.40
20UPGPQ4622084	34.20	84.70	83.80	11.00	225.50	30.90
20UPGPQ4622085	34.20	85.70	83.80	11.50	222.50	29.90
20UPGPQ4622087	31.20	85.70	83.80	12.00	218.50	28.90
20UPGPQ4622089	34.70	82.70	84.30	10.50	224.00	30.90
20UPGPQ4622091	32.20	84.70	82.80	12.00	220.50	28.40
20UPGPQ4622092	32.20	84.20	83.80	12.00	219.00	28.90
20UPGPQ4622094	33.20	83.70	83.80	11.00	221.50	29.40
20UPGPQ4622095	32.20	85.20	82.80	11.50	220.50	29.90
20UPGPQ4622097	32.20	85.20	83.80	11.50	220.00	29.40
20UPGPQ4622101	31.70	84.70	83.80	11.50	221.00	30.90
20UPGPQ4622103	31.20	83.20	84.30	12.00	219.00	29.40
20UPGPQ4622105	33.20	84.20	85.30	10.50	223.50	30.40
20UPGPQ4622106	31.70	85.20	83.80	11.00	224.00	29.90
20UPGPQ4622109	31.20	82.70	84.30	9.50	218.50	28.40
20UPGPQ4622110	30.70	83.70	82.80	11.50	216.00	27.40
20UPGPQ4622115	31.70	84.20	84.30	10.00	218.50	27.90
20UPGPQ4622118	32.70	85.20	83.30	11.00	224.50	29.90
20UPGPQ4623013	33.20	73.70	83.80	11.00	221.50	28.90
20UPGPQ4623014	32.20	72.70	84.30	10.50	217.00	28.40
20UPGPQ4623015	29.70	72.70	85.30	10.00	218.00	27.90
20UPGPQ4623016	31.70	75.70	82.80	11.00	217.00	28.40
20UPGPQ4623017	34.70	74.20	83.80	10.00	221.50	29.90
20UPGPQ4623018	31.70	75.20	83.30	11.50	218.50	29.40
20UPGPQ4623019	31.20	73.20	84.80	10.00	219.00	28.40
20UPGPQ4623020	30.70	72.70	84.30	10.50	218.50	27.90
20UPGPQ4623021	34.20	74.20	84.30	11.00	227.50	32.40
20UPGPQ4623022	32.20	73.70	83.80	10.00	224.00	29.90
20UPGPQ4624014	33.20	90.20	82.80	12.50	227.50	33.90
20UPGPQ4624015	33.20	87.70	84.30	12.00	227.00	32.40
20UPGPQ4624016	33.70	86.70	84.30	11.00	227.50	32.40
20UPGPQ4624017	33.70	86.70	84.80	12.00	232.00	32.90
20UPGPQ4624018	31.70	87.70	84.30	12.00	228.00	31.90
20UPGPQ4624019	33.20	87.70	83.30	12.00	226.50	31.40
20UPGPQ4624020	32.70	87.70	84.30	11.50	228.00	30.90
20UPGPQ4624025	32.70	87.70	83.80	13.00	229.00	32.40
20UPGPQ4624026	30.70	86.70	83.80	13.00	227.50	30.40
20UPGPQ4624027	30.20	85.20	85.80	11.00	225.50	26.90
20UPGPQ4624028	31.70	87.70	83.80	12.00	224.50	29.40
20UPGPQ4624029	34.20	87.70	84.80	11.50	231.50	32.90
20UPGPQ4624030	30.70	87.70	84.30	12.00	228.00	30.40
20UPGPQ4624031	32.70	86.20	85.30	10.50	227.00	29.40
20UPGPQ4624032	31.20	88.70	84.30	12.50	228.50	30.40
20UPGPQ4624033	33.20	85.20	85.30	11.50	232.50	31.40
20UPGPQ4624035	29.70	86.20	85.30	11.50	227.00	28.90
20UPGPQ4624036	29.20	85.20	84.80	12.50	228.00	28.40
20UPGPQ4624037	34.70	74.70	83.30	10.50	225.50	29.40
20UPGPQ4624038	31.20	74.70	82.80	11.50	223.00	29.90
20UPGPQ4624039	31.70	74.20	82.80	11.00	223.50	30.40
20UPGPQ4624041	32.70	73.70	83.30	11.50	226.50	30.40
20UPGPQ4624042	32.20	72.70	82.80	11.50	224.00	27.90
20UPGPQ4624043	32.70	73.20	82.80	9.50	224.50	29.40
20UPGPQ4624044	33.70	73.20	82.30	11.00	227.00	29.90
20UPGPQ4624045	33.70	73.20	82.30	11.00	227.00	29.90
20UPGPQ4624046	31.70	74.20	83.80	11.00	225.00	28.90
20UPGPQ4624048	35.70	73.20	83.30	9.00	227.50	28.90
20UPGPQ4624049	38.70	74.20	83.80	8.50	227.00	30.40
20UPGPQ4624051	32.20	74.20	82.80	11.50	221.50	29.90
20UPGPQ4624052	31.70	73.70	82.30	13.00	224.50	30.90
20UPGPQ4624054	32.70	72.20	81.80	10.50	223.50	29.40
20UPGPQ4624057	32.20	72.70	82.80	11.50	223.50	30.40
20UPGPQ4624058	32.70	72.70	84.30	9.50	224.00	28.90
20UPGPQ4624059	32.70	71.70	83.80	10.00	222.50	28.40
20UPGPQ4624060	31.70	73.20	83.30	11.00	225.00	28.40
20UPGPQ4624062	31.20	72.20	83.80	10.50	224.50	29.40
20UPGPQ4624064	33.70	73.70	81.80	11.50	226.00	31.40
20UPGPQ4624065	34.20	74.20	82.30	11.00	228.00	31.90
20UPGPQ4624066	33.20	72.70	83.30	10.00	226.50	29.90
20UPGPQ4624067	32.20	72.20	83.30	11.50	225.00	29.90
20UPGPQ4624068	33.20	74.70	83.30	10.50	226.50	30.40
20UPGPQ4624070	30.70	73.70	82.80	11.00	225.00	29.90
20UPGPQ4624073	34.20	77.20	81.80	13.00	226.50	32.40
20UPGPQ4624074	32.70	74.70	83.30	11.50	224.00	29.90
20UPGPQ4624075	32.20	77.70	82.30	12.00	224.00	31.90
20UPGPQ4624076	33.20	76.20	82.80	12.00	228.00	32.40
20UPGPQ4624077	31.70	75.70	82.80	12.00	229.00	31.90
20UPGPQ4624080	32.20	70.20	81.80	9.50	224.50	27.40
20UPGPQ4624081	31.20	73.20	83.80	11.50	226.50	30.90
20UPGPQ4624083	31.70	69.20	81.80	9.00	224.00	26.90
20UPGPQ4624085	33.20	68.70	81.30	9.50	225.00	30.90
20UPGPQ4624086	31.70	73.70	82.30	11.00	224.00	30.90
20UPGPQ4624087	31.20	66.20	81.30	9.50	221.50	28.90
20UPGPQ4624088	32.20	70.20	80.30	11.00	222.50	28.90
20UPGPQ4624089	35.20	72.20	82.30	11.00	230.50	33.40
20UPGPQ4624091	31.20	75.20	80.80	12.00	224.50	32.90
20UPGPQ4624093	34.20	71.70	82.30	10.00	226.00	31.40
20UPGPQ4624094	31.20	75.20	81.30	12.00	225.50	30.40
20UPGPQ4624096	31.70	73.70	82.80	12.00	225.50	30.40
20UPGPQ4624097	33.20	71.20	83.80	12.00	229.50	33.90
20UPGPQ4624098	31.20	73.20	82.80	12.50	226.00	33.40
20UPGPQ4624099	33.20	72.20	81.80	12.00	223.50	31.40
20UPGPQ4624100	32.20	72.20	82.30	13.00	225.50	30.40
20UPGPQ4624101	35.20	73.70	83.30	10.00	230.50	33.90
20UPGPQ4624102	32.70	72.70	83.30	10.50	225.50	30.90
20UPGPQ4624103	31.70	73.70	81.80	12.50	224.50	31.90
20UPGPQ4624104	32.20	72.70	82.80	11.50	222.00	30.40
20UPGPQ4624106	30.20	72.70	83.30	11.50	224.50	30.40
20UPGPQ4624108	31.70	73.70	82.80	10.50	224.00	28.90
20UPGPQ4624109	34.70	74.20	82.30	11.50	227.50	32.40
20UPGPQ4624112	35.70	73.70	81.30	12.50	230.00	35.40
20UPGPQ4624113	35.70	73.70	81.30	12.50	230.00	35.40
20UPGPQ4624114	33.20	73.20	82.30	11.00	224.50	31.40
20UPGPQ4624115	33.20	75.70	81.30	12.50	226.00	31.90
20UPGPQ4624117	30.20	95.70	84.80	12.00	226.00	32.40
20UPGPQ4624118	31.70	89.70	84.80	10.00	223.00	29.40
20UPGPQ4624119	33.20	92.70	82.80	11.00	225.50	30.40
20UPGPQ4624120	34.20	90.70	84.80	9.00	228.00	28.90
20UPGPQ4624121	34.20	90.70	84.30	9.00	227.00	30.90
20UPGPQ4624122	32.20	92.20	83.80	10.50	222.50	28.40
20UPGPQ4624123	33.20	93.20	82.80	11.00	221.50	30.90
20UPGPQ4624124	32.20	90.70	82.30	12.00	224.50	30.90
20UPGPQ4624129	35.20	88.70	84.80	9.50	230.00	31.40
20UPGPQ4624130	32.20	90.70	84.30	10.00	228.50	30.40
20UPGPQ4624132	34.70	91.20	83.30	9.50	230.00	31.90
20UPGPQ4624134	30.70	94.20	82.80	12.00	223.50	30.40
20UPGPQ4624135	31.70	93.20	83.30	10.00	222.50	29.90
20UPGPQ4624137	32.20	90.70	83.80	11.00	227.00	31.40
20UPGPQ4624139	30.70	91.70	82.80	12.00	224.00	31.40
20UPGPQ4624142	32.70	95.70	83.30	11.00	228.00	30.90
20UPGPQ4624143	32.20	94.70	83.30	11.00	226.50	30.40
20UPGPQ4624146	29.70	92.70	82.80	11.50	224.00	29.40
20UPGPQ4624152	32.20	93.70	83.30	11.50	229.00	31.40
20UPGPQ4624153	30.70	92.70	82.80	11.00	228.50	31.40
20UPGPQ4625015	29.20	91.70	83.30	11.00	226.00	27.40
20UPGPQ4625016	29.70	92.20	83.30	11.50	227.50	27.40
20UPGPQ4625017	29.20	91.20	83.30	11.50	226.50	28.40
20UPGPQ4625019	30.20	89.70	83.30	11.00	226.00	29.40
20UPGPQ4625020	30.20	91.70	83.30	11.50	227.00	29.40
20UPGPQ4625022	30.20	91.20	82.80	12.00	230.00	29.90
20UPGPQ4625023	30.70	90.70	82.80	11.50	230.00	29.90
20UPGPQ4625026	28.20	89.70	84.30	11.00	228.00	27.90
20UPGPQ4625027	29.20	91.20	84.30	11.00	226.50	26.90
20UPGPQ4625029	32.20	90.70	83.30	10.50	229.50	30.90
20UPGPQ4625030	29.20	90.70	84.30	10.50	228.00	28.40
20UPGPQ4625038	30.70	94.20	81.30	12.50	227.00	29.40
20UPGPQ4625039	31.20	91.70	83.30	11.00	227.50	28.90
20UPGPQ4625040	32.20	91.70	82.30	12.00	232.00	30.90
20UPGPQ4625042	29.70	93.70	82.30	11.00	226.00	27.90
20UPGPQ4625043	30.70	90.70	84.80	10.00	228.00	27.40
20UPGPQ4625044	30.70	89.20	83.30	11.00	228.00	28.90
20UPGPQ4625046	29.20	92.70	82.30	12.00	228.00	28.40
20UPGPQ4625047	29.20	91.20	83.80	11.00	227.00	27.90
20UPGPQ4625048	29.70	90.70	83.30	12.00	228.50	28.40
20UPGPQ4625049	30.70	92.70	82.80	10.50	228.00	30.40
20UPGPQ4625052	31.20	89.70	83.30	10.50	227.50	28.90
20UPGPQ4625054	30.20	89.70	83.80	11.50	228.00	28.40
20UPGPQ4625055	30.20	90.70	82.80	11.50	226.00	27.40
20UPGPQ4625057	30.20	92.70	82.80	12.00	231.00	31.40
20UPGPQ4625059	28.70	91.20	83.30	12.00	226.50	28.90
20UPGPQ4626014	32.70	93.70	83.30	11.50	227.50	29.90
20UPGPQ4626016	31.70	92.70	83.80	11.50	225.50	28.90
20UPGPQ4626018	30.70	91.20	84.80	9.50	225.00	27.90
20UPGPQ4626020	30.70	93.20	83.80	11.00	224.50	29.90
